gpm,xpm,kpm,dpm,apm,denpm,lhpm,spm,hdpm,tdpm,lpm,average team pos,duration
0.17189954465013618,0.2494105823183468,0.15716082123380676,0.4306465410890173,0.47146805607099296,0.10964460014385377,0.2890000932251469,0.2890000932251469,0.2092452848720099,0.1418069554322604,0.2414018217369907,0.7334317585181525,0.5885160993419012
0.297501872502038,0.36280632596329965,0.2663570145897572,0.332508938721607,0.5276919865124967,0.27281759734927813,0.4583083808317018,0.4583083808317018,0.2880246849212645,0.12380265292720488,0.3325211077330929,0.49329250512642236,0.6940792396262045
0.23731880455747542,0.22663312192692103,0.030178189693549167,0.31356565731529035,0.24184489213329521,0.2107959726574258,0.24886604737312684,0.24886604737312684,0.13563283770801082,0.081180901890445,0.27302845203149056,0.7234720659002055,0.4527224185136513
0.48488442425086015,0.47701857810842935,0.3912092016682318,0.2424378896255141,0.33604406821579674,0.30139314956960483,0.24200709385173527,0.24200709385173527,0.4012666054939641,0.27408274288901735,0.4884066486836837,0.23641097268312974,0.47850982689617433
0.11735982302996567,0.12655002554873526,0.08687867591644557,0.4189054080535681,0.6850022996629177,0.04376444078529587,0.6097761139770181,0.6097761139770181,0.1674547917282363,0.042749929878509944,0.24066264727324882,0.8330286838610066,0.18600655703232277
0.7043838195701021,0.5886787500401708,0.6132744185587139,0.2423168172068151,0.6273280598879336,0.4900026591892845,0.24486723929078535,0.24486723929078535,0.6833643266922662,0.764760394433377,0.7056335048322078,0.08273184611084752,0.2332202980107952
0.35904843331808867,0.36704021836938,0.3856509612402882,0.5048898563853594,0.3312567012794249,0.39058545323721566,0.25764081001486794,0.25764081001486794,0.4035016560845752,0.31596553096095664,0.39227243614841045,0.4047619046357486,0.5447802952294066
0.3196396969636714,0.34132467782883946,0.1360129551955138,0.24623678823246836,0.29487825224210135,0.37183662289864905,0.21881127867376188,0.21881127867376188,0.2531268629961352,0.339526788527522,0.3755025681940751,0.2677165354286792,0.48189222992484393
0.496798108607902,0.582614343445705,0.4566276656808114,0.3167776669511788,0.13864342015718312,0.09213232887841374,0.2093505779208931,0.2093505779208931,0.40141254692960404,0.4989621143510063,0.5346920404987473,0.2087132201573374,0.6288223458680783
0.3036809637907378,0.3582680144294116,0.212016501154616,0.16749279847537096,0.22686944854363975,0.540151163353651,0.19646252136706788,0.19646252136706788,0.24557944118968725,0.2818312534424762,0.3936700423008067,0.29938193206529884,0.4765255650976789
0.34859119922053644,0.3755182054825336,0.3802637149415853,0.2863733256623666,0.13528627550156028,0.1589383001640716,0.12412884967806538,0.12412884967806538,0.34429161319260054,0.38520285647360136,0.3589134364063804,0.15616797900006282,0.6426123498127163
0.33674017219780866,0.325920450718257,0.21112542716261085,0.22601765704622737,0.5330442739837759,0.1731092332994664,0.512533510162944,0.512533510162944,0.23862403857360134,0.17749503415781598,0.31690690366049573,0.5707567804860441,0.5846542669338188
0.5443681410192679,0.5723121240800847,0.5356200666550193,0.5133933958473135,0.45426361588663583,0.4377272383155822,0.14763671077348997,0.14763671077348997,0.5222371625977361,0.37793842545702905,0.5836772116545191,0.1947029348065174,0.41473361653106977
0.14794803344534804,0.18791248272648386,0.13271951689954536,0.46709556143381764,0.7422469783854274,0.16171046064070682,0.34742969033541854,0.34742969033541854,0.22594481887319837,0.12464116101824453,0.19683938955126187,0.7017418276131605,0.4603658565461247
0.42015469964804836,0.44091654079763465,0.4564333491065481,0.3272151050302328,0.4431419705136891,0.18431653255976563,0.2474085664926349,0.2474085664926349,0.44647475279314697,0.6124742760751237,0.47409285198185397,0.1756889763750707,0.46729493149930673
0.6152194229583823,0.6094337500401709,0.531924053745232,0.28394113147358957,0.27839227755367424,0.5691178369736482,0.235007857566784,0.235007857566784,0.4626274617753657,0.42903028199246646,0.605911978953854,0.1408300524911281,0.475989432587451
0.517002158636734,0.5419242071857826,0.382830187510513,0.20616879423809936,0.17161445754879992,0.5139006313117381,0.1954953289977765,0.1954953289977765,0.3932864879892239,0.41388915641567225,0.5565321825715016,0.19118183155854354,0.425533286214474
0.2522748972977272,0.2424404540926181,0.30879103242696243,0.5099399367212353,0.6922645043189103,0.12732680127873097,0.3731721182963588,0.3731721182963588,0.3879043623251776,0.1927557297620627,0.3492674478342162,0.5352143481211417,0.2710661765905913
0.18504525879381997,0.24122219719124594,0.13534142597495624,0.29959404218083474,0.438143971234721,0.17490427411512055,0.29613615044652025,0.29613615044652025,0.13679612939993166,0.1544815127297647,0.302248458721914,0.462306795038348,0.3952810665925309
0.2302657358175418,0.2749395545843108,0.16520279592419146,0.2549964004356206,0.24514738829910257,0.1277704307861344,0.2770001085566793,0.2770001085566793,0.17511870858172854,0.1852151157079655,0.34929103702835324,0.5078740158545297,0.36361268742196806
0.37696919707303483,0.47542128772053854,0.2846774709392093,0.5319704366011375,0.4105244831283849,0.18857636353419874,0.2642520574455763,0.2642520574455763,0.31175326314422286,0.26620698519687713,0.4980990390522813,0.32613275307863954,0.46277698719768123
0.23364021395478315,0.22327023813349614,0.1353420704872098,0.4956286412519309,0.2057179466350777,0.04888455500031914,0.17483361008581108,0.17483361008581108,0.12683446559706724,0.09602086931952805,0.25809191816401145,0.6497703411966902,0.45057625366994986
0.3322520075162555,0.3642473797281228,0.2858659148894549,0.4894276214305642,0.41129914909945003,0.22793304919055596,0.1354418056259568,0.1354418056259568,0.2852057032681473,0.33768897988157565,0.37546107538854506,0.31512467191084115,0.5574169414685644
